timestamp,yaw,angular_vel (yaw),true_course,lat,lon,filtered_lat,filtered_lon,position_covar0,position_covar1,position_covar2,position_covar3,position_covar4,position_covar5,position_covar6,position_covar7,position_covar8
1650828205.668986,-1.7840059995651245,0.0179781488191052,207.7878,38.0660046159,-109.3614675662,38.10999945580862,-109.60245912097932,0.1955107372388598,4.091513168018399e-06,0.00026179466385865087,4.09151316801493e-06,0.19550724451202678,0.0001430273407749053,0.00026179466385865114,0.0001430273407749052,1.8102854023897506
1650828205.868964,-1.7852265834808352,0.0038429624951873587,205.1248,38.0660043477,-109.3614676634,38.110000228759326,-109.60246566739926,0.17945812035861858,4.011482319115148e-06,0.00023582301238054767,4.011482319115148e-06,0.17944966505728838,9.971568960824291e-05,0.00023582301238054762,9.971568960824298e-05,1.6697344484739833
1650828206.068989,-1.7835609912872312,0.0014617648562432338,203.0258,38.066004027,-109.3614677602,38.110000667832274,-109.60246478734041,0.19670434325984115,3.3731591870325706e-06,0.0002244789666847203,3.3731591870325706e-06,0.19669657111136554,9.405346615790536e-05,0.00022447896668472062,9.405346615790545e-05,1.8205299978538318
1650828206.269019,-1.7842159271240234,-0.0005035416113172632,207.0388,38.0660036989,-109.36146787,38.10999930412867,-109.60246521022178,0.19789166461321178,3.3299019152623587e-06,0.00018957854030595176,3.3299019152597566e-06,0.1978851187340959,8.883557034118095e-05,0.00018957854030595192,8.883557034118084e-05,1.83075574193379
1650828206.469239,-1.7860733270645144,-0.0024318112660927657,205.14679999999998,38.066003470700004,-109.36146793910001,38.10999790395023,-109.602465424542,0.19670434225920197,3.1037500770607525e-06,0.0001508620535808483,3.1037500770607525e-06,0.19669913747268897,8.026126702239288e-05,0.00015086205358084834,8.026126702239285e-05,1.8205805963079151
1650828206.669008,-1.787227988243103,-0.0025005935353647284,202.4868,38.066003169300004,-109.36146800140001,38.109997221622834,-109.60245815304235,0.19669776482865983,1.8683144236380893e-06,7.06681410967751e-05,1.8683144236402577e-06,0.1966964998575461,6.606925487326792e-05,7.066814109677509e-05,6.60692548732679e-05,1.8205393366572644
1650828206.86897,-1.787862777709961,-0.0027735051868083794,204.0838,38.0660028694,-109.36146812940001,38.10999825708637,-109.60244489672542,0.19669984592600182,4.028016734919544e-07,-2.6443822010950062e-05,4.0280167349542387e-07,0.19669866982774661,3.7193222504543424e-05,-2.6443822010950146e-05,3.7193222504543315e-05,1.8205660194272026
1650828207.068943,-1.8001246452331545,-0.01839296337371788,203.0258,38.0660025499,-109.3614682217,38.11000361048927,-109.60243963059254,0.1967006345251382,7.144430131532549e-07,-4.688909292993797e-05,7.144430131549896e-07,0.19669898685891665,-1.820076040306995e-05,-4.688909292993803e-05,-1.820076040306998e-05,1.8205930147332328
1650828207.269009,-1.800668716430664,-0.017314600939697476,198.6028,38.0660019767,-109.3614683652,38.110000821971056,-109.60243635054675,0.19908335876752245,5.761384824897603e-07,-4.508266121076064e-05,5.761384824910613e-07,0.19908155861152624,4.4530696579179314e-06,-4.50826612107608e-05,4.4530696579178366e-06,1.8410765867089633
1650828207.46928,-1.8023518323898318,-0.01755258503657623,200.4118,38.0660017095,-109.3614684172,38.10999348268192,-109.60243221132087,0.19788108468535406,-4.3888955794310625e-10,-4.254811107835818e-05,-4.3888956097887233e-10,0.19788125055269837,4.994401039923275e-05,-4.2548111078358134e-05,4.994401039923267e-05,1.8307447883890662
1650828207.669111,-1.802823543548584,-0.015598325908852123,200.9318,38.0660012983,-109.3614685086,38.10999219091524,-109.60242625308999,0.19668624389917216,2.4666127957859163e-08,-3.855635967466825e-05,2.4666127957425482e-08,0.1966869802613387,3.71607147296781e-05,-3.855635967466826e-05,3.7160714729677965e-05,1.820505720799553
1650828207.869037,-1.8041555881500246,-0.016297286623523307,200.1028,38.0660010622,-109.3614685431,38.109991729752025,-109.60243375181105,0.17548456684020533,9.27241267449988e-07,3.500279117471913e-05,9.272412674478196e-07,0.1754866341746821,1.8159624360967516e-05,3.500279117471898e-05,1.815962436096771e-05,1.636666470649927
1650828208.068961,-1.8039555549621584,-0.0038319603811355365,203.1798,38.0660008148,-109.3614686374,38.10999106308813,-109.60243124953006,0.19787496616734665,1.9689396829379938e-06,8.224422479414273e-05,1.968939682939295e-06,0.1978792088348642,-6.95707719051632e-06,8.224422479414222e-05,-6.9570771905162635e-06,1.8307516748021706
1650828208.268991,-1.805534243583679,-0.004866219790748376,204.48579999999998,38.066000557100004,-109.3614687427,38.10999586060562,-109.60243172301192,0.19668750072017782,1.6270824390396746e-06,0.0001224906655417216,1.6270824390379399e-06,0.19669415179900832,-6.552815676747662e-05,0.00012249066554172137,-6.552815676747654e-05,1.8205744000281703
1650828208.469282,-1.8042093515396116,-0.0018575474937052093,205.4648,38.066000045,-109.36146891509999,38.10999620016687,-109.60243891175293,0.2008408786862566,1.273883320936347e-06,0.00021683646526134004,1.273883320938949e-06,0.20084652634817204,-8.082957819869897e-05,0.00021683646526133985,-8.082957819869905e-05,1.853686473391298
1650828208.669135,-1.8028690814971924,-5.060539686686356e-05,208.3798,38.0659997423,-109.3614690391,38.10999928286875,-109.60244521156578,0.19788434429254415,-1.2809354946871285e-06,0.00026100446890742603,-1.2809354946932e-06,0.19788722986730845,-0.00011105621588146121,0.00026100446890742554,-0.00011105621588146149,1.8307823282478497
1650828208.868927,-1.798836827278137,0.005687919103031586,201.3828,38.0659994628,-109.3614691204,38.11000083818801,-109.60245074021516,0.1966988566580061,-3.178458550314421e-06,0.00029726841830634833,-3.1784585503100843e-06,0.19669869512801946,-0.00011622785236598221,0.0002972684183063482,-0.00011622785236598218,1.8205659392078675
1650828209.068958,-1.8022061586380007,0.00391517815196471,201.4448,38.065999207,-109.3614691947,38.10999690860531,-109.60245463469224,0.19669659838734774,-1.3071329356640835e-06,0.00031368328285933723,-1.3071329356679866e-06,0.19669210118332717,-7.670305238810719e-05,0.00031368328285933755,-7.670305238810723e-05,1.8205250062248948
1650828209.268975,-1.8017464876174925,0.002897591324617184,183.6818,38.0659990029,-109.36146918480001,38.109988073260446,-109.60246426272849,0.19789209121306855,3.0604796027347385e-06,0.00035855783583949746,3.06047960273257e-06,0.19787666659951972,-1.2557820218440243e-05,0.00035855783583949724,-1.2557820218440287e-05,1.830712072869896
1650828209.469274,-1.7948923110961914,0.00938562412001884,190.8388,38.0659988131,-109.36146915630002,38.109974575528256,-109.60247359620551,0.18960783763892028,1.2428645700464543e-05,0.0003550300845914158,1.2428645700461073e-05,0.18958509171390217,6.868925888868906e-05,0.00035503008459141644,6.868925888868906e-05,1.7591943184122967
1650828209.669012,-1.8215745687484741,-0.026747796235580525,192.8018,38.0659986628,-109.36146915879999,38.109975098765844,-109.60246377606646,0.16966122160606043,9.050570599081036e-06,0.00021160837173764843,9.050570599075831e-06,0.16965011169181526,2.30671681330643e-05,0.0002116083717376488,2.3067168133064228e-05,1.5856136188551022
1650828209.868955,-1.8675956726074219,-0.07691622755762263,199.7858,38.0659985376,-109.3614691762,38.10997249060114,-109.60245829667221,0.1955078627439198,1.0524011657902111e-05,0.00021318354874692855,1.0524011657899509e-05,0.19549801346466059,-1.9194559367312966e-05,0.0002131835487469286,-1.9194559367312482e-05,1.8103100196308652
1650828210.06898,-1.95399010181427,-0.1790775050142913,157.8498,38.0659984475,-109.36146911,38.10997986156499,-109.60244870033456,0.17314844366719132,7.409506036495581e-06,0.00012014769799101748,7.409506036489943e-06,0.1731452233436147,-8.371702823476712e-05,0.00012014769799101773,-8.371702823476684e-05,1.6162581788319592
1650828210.268978,-2.020688533782959,-0.2656185054362916,145.1248,38.0659983901,-109.3614689848,38.10997583733003,-109.60244099714043,0.19668112405057836,1.163369748773558e-05,0.00013621983991496468,1.1633697487734278e-05,0.1966783798737432,-0.00012026421312048172,0.00013621983991496473,-0.00012026421312048167,1.8205609931833782
1650828210.469269,-2.0822508335113525,-0.3371195580381971,199.2988,38.0659983099,-109.36146895809999,38.10997493944256,-109.60243563807384,0.19787646044871451,1.3960635296781255e-05,0.00015424093192496934,1.3960635296781255e-05,0.19787586749269837,-0.00014299706400350856,0.00015424093192496923,-0.00014299706400350753,1.8308609230987936
1650828210.669069,-2.157305955886841,-0.3731320997697336,219.0478,38.0659982299,-109.36146902099999,38.10997814937673,-109.60243450969399,0.19787117919900649,1.4814554471538708e-05,0.00019622982269267068,1.4814554471543045e-05,0.19787294642841083,-0.00020007144361451236,0.00019622982269267033,-0.00020007144361451238,1.8308238011417528
1650828210.868955,-2.2149114608764653,-0.3658009136309402,220.5898,38.0659981691,-109.3614690946,38.109981130856994,-109.60243358529995,0.19667348156807682,1.508134908370434e-05,0.00024270413369818596,1.5081349083724722e-05,0.19667911660353832,-0.000240150858772017,0.00024270413369818487,-0.00024015085877201727,1.8205745433783436
1650828211.068958,-2.273210763931275,-0.3362007770560313,171.6328,38.0659981267,-109.36146908840001,38.10998786547483,-109.60243654770598,0.16964342997341675,9.940989170727048e-06,0.0002289369602115566,9.94098917073312e-06,0.16965257574730694,-0.00021686782149100368,0.0002289369602115565,-0.00021686782149100354,1.5856875362926721
1650828211.269002,-2.324359655380249,-0.33750083468384295,192.3048,38.0659980931,-109.3614690826,38.109990163191846,-109.60243574222544,0.19667104059708082,1.0843386003644376e-05,0.00037123116993036375,1.0843386003649147e-05,0.19668724823642025,-0.0002971808971627763,0.00037123116993036364,-0.0002971808971627758,1.8205783352617082
1650828211.469264,-2.3722479343414307,-0.32229743067948613,174.0358,38.0659980471,-109.3614690664,38.10999317713906,-109.60243832051792,0.19430085007218947,7.709798217822843e-06,0.0004253342451486809,7.709798217819374e-06,0.19431845280576687,-0.00028489814017111854,0.0004253342451486805,-0.0002848981401711181,1.80014548853125
1650828211.66902,-2.5137722492218018,-0.3320849259645061,187.5438,38.0659980027,-109.3614690535,38.1099934533108,-109.60243977325007,0.19786043584928129,7.2436613257841585e-06,0.0004918448354218133,7.243661325780689e-06,0.1978780086376055,-0.0002596843627563624,0.0004918448354218136,-0.00025968436275636183,1.830806303235772
1650828211.868974,-2.567207098007202,-0.345813672135064,178.9258,38.0659979451,-109.3614690485,38.10999330191411,-109.60244378932252,0.19668213789486913,6.229742228515585e-06,0.0005445425295821914,6.229742228510381e-06,0.19669456104092678,-0.00021325649046594612,0.0005445425295821918,-0.0002132564904659458,1.8206260493712703
1650828212.068948,-2.6507506370544434,-0.3626423898986549,226.0788,38.0659978909,-109.36146909790001,38.10999357523894,-109.60244754509934,0.19430409221985545,5.010553492995097e-06,0.0005755802635253284,5.010553492985556e-06,0.19431143741936652,-0.00017234484108004898,0.0005755802635253285,-0.00017234484108004863,1.800105952495627
1650828212.268978,-2.706735134124756,-0.35215911735123034,205.4958,38.065997792,-109.3614691631,38.10999575098811,-109.60244982889189,0.19669400402626888,2.183660880686767e-06,0.0006150803789709695,2.183660880681563e-06,0.1966997193738156,-0.00014796786328168037,0.0006150803789709696,-0.00014796786328168042,1.8206529052315092
1650828212.469268,-2.801316738128662,-0.37369107713684435,223.9528,38.0659976801,-109.361469277,38.10999815132752,-109.60244930376095,0.1978733840353712,-7.164313922439734e-07,0.0006219293514984839,-7.164313922483102e-07,0.19788230271129295,-0.00011512140414049306,0.0006219293514984833,-0.00011512140414049284,1.830817993628531
1650828212.66904,-2.8837568759918213,-0.3895462513188179,218.8658,38.0659975544,-109.3614694032,38.11000273447826,-109.60244869138621,0.19667673541805594,-6.368919276243754e-06,0.0006108707631401881,-6.36891927624679e-06,0.19668852209969925,-9.357455251528658e-05,0.0006108707631401858,-9.35745525152863e-05,1.820549601801646
1650828212.868948,-2.9432733058929443,-0.3959811827248397,225.8638,38.0659974462,-109.3614695369,38.110006819891815,-109.60244809294088,0.19667321267962717,-1.1535016155013976e-05,0.0006033872624662597,-1.1535016155017012e-05,0.19668567331725653,-5.460136966423936e-05,0.00060338726246626,-5.460136966423919e-05,1.8205293205256496
1650828213.069014,-2.9910356998443604,-0.37813404181080357,195.9068,38.0659972575,-109.36146959140001,38.1100085668944,-109.60245075746384,0.17313939526789135,-1.2350278962334083e-05,0.0004781257400361323,-1.2350278962336685e-05,0.17314403535289064,-2.020746874635181e-06,0.0004781257400361319,-2.0207468746351565e-06,1.6162457082308719
1650828213.268954,-3.0679643154144287,-0.4249401549030909,192.6238,38.0659970482,-109.3614696084,38.110005484334835,-109.60245160344702,0.1731386635012931,-9.246393281560177e-06,0.00046446370874902965,-9.246393281561478e-06,0.17313993407733747,8.798128806957038e-05,0.00046446370874902906,8.79812880695704e-05,1.6162552456288097
1650828213.469259,3.1246156692504883,-0.4202784789709107,210.1668,38.0659968638,-109.36146967959999,38.11000259313899,-109.60244909871311,0.19667901183069442,-8.527770815319052e-06,0.0005428347006927504,-8.527770815322088e-06,0.19668427010172482,0.00022112950701227364,0.00054283470069275,0.00022112950701227386,1.8205877294277106
1650828213.669125,3.0325660705566406,-0.4316272814151331,226.6178,38.0659967294,-109.3614698078,38.10999777055658,-109.60244880250117,0.17197029532249283,-3.540056707516514e-06,0.00039232099786479615,-3.5400567075195497e-06,0.17197748425673742,0.0002476495769563645,0.00039232099786479615,0.0002476495769563646,1.60604431105391
1650828213.86901,2.851229190826416,-0.4900687386882632,280.7138,38.065996834900005,-109.3614701094,38.109982720081724,-109.60245047662364,0.19668501611056957,9.597335147809756e-06,0.00047805363719829845,9.597335147804986e-06,0.19671207998182438,0.0004724983795473183,0.0004780536371982985,0.00047249837954731894,1.820524192850393
1650828214.068966,2.7829606533050537,-0.4804131711610184,287.0418,38.0659969343,-109.3614705765,38.1099812142182,-109.60245236350757,0.19669960545243292,1.1869896275804731e-05,0.00047369801981123635,1.1869896275802996e-05,0.1967279482210592,0.00045002692954374424,0.0004736980198112362,0.00045002692954374364,1.8205869238497032
1650828214.268986,2.757760524749756,-0.40780951421778966,288.9008,38.0659970124,-109.3614710521,38.10998634566389,-109.60245031866481,0.19668790603368583,5.126956595600737e-06,0.0004370355785971089,5.126956595595533e-06,0.19671092717589328,0.0003804072970435501,0.0004370355785971093,0.0003804072970435499,1.8205356522574252
1650828214.469284,2.727693557739258,-0.3587662661040778,293.4198,38.0659971647,-109.3614716199,38.1099902698531,-109.6024491878861,0.1966833632154261,9.978895191375785e-07,0.0004140254936188927,9.97889519132808e-07,0.19670235015318532,0.0003327269971981317,0.00041402549361889293,0.0003327269971981321,1.820533307213307
1650828214.669015,2.6817405223846436,-0.26388721245457003,295.8968,38.0659973251,-109.36147223530001,38.10999834383303,-109.60245755094357,0.20268108020568934,-2.0295963849494177e-06,0.00047739482594359316,-2.0295963849520197e-06,0.2026791879380892,0.00028258706415525755,0.0004773948259435936,0.00028258706415525765,1.8719838493329486
