timestamp,lat,lon,pointer_lat,pointer_lon,ouster_lat,ouster_lon,frontLeftWheel_lat,frontLeftWheel_lon,frontRightWheel_lat,frontRightWheel_lon,rearLeftWheel_lat,rearLeftWheel_lon,rearRightWheel_lat,rearRightWheel_lon,cam_lat,cam_lon,topRight_frame_lat,topRight_frame_lon,topLeft_frame_lat,topLeft_frame_lon,bottomRight_frame_lat,bottomRight_frame_lon,bottomLeft_frame_lat,bottomLeft_frame_lon
1650825680.396183,38.065955994300005,-109.3612595108,38.065966374759086,-109.36127045536105,38.065961696924376,-109.36126267495071,38.06595928937163,-109.36126442395393,38.065962583152434,-109.36125942579677,38.06595574617486,-109.36126068821072,38.06595903995551,-109.36125569005362,38.06596196681632,-109.36126295950929,38.06596261671974,-109.36126288935706,38.06596208033537,-109.36126215053594,38.06596183702701,-109.36126379477483,38.06596129945022,-109.36126304994312
1650825681.396242,38.0659559944,-109.3612595087,38.065966374859066,-109.36127045326106,38.06596169702437,-109.36126267285071,38.06595928947162,-109.36126442185393,38.06596258325243,-109.36125942369678,38.06595574627485,-109.36126068611073,38.06595904005549,-109.36125568795364,38.065961966916305,-109.3612629574093,38.06596261681971,-109.36126288725707,38.06596208043534,-109.36126214843594,38.065961837127006,-109.36126379267483,38.06596129955021,-109.36126304784312
1650825681.796537,38.0659559944,-109.36125950780001,38.06596639491397,-109.3612704218568,38.06596170281511,-109.36126265520053,38.065959298478205,-109.36126441126709,38.0659625830787,-109.36125940345356,38.06595574843602,-109.36126068593602,38.06595903303636,-109.36125567812256,38.065961973228475,-109.36126293896601,38.065962623001404,-109.361262866906,38.06596208526277,-109.36126212966157,38.0659618449722,-109.36126377461034,38.06596130603011,-109.36126303135885
1650825682.99634,38.0659559946,-109.3612595046,38.06596568409451,-109.36127141973505,38.065961489575216,-109.36126321026163,38.06595898347303,-109.36126472164267,38.065962569349466,-109.36126005618269,38.06595567612549,-109.36126065461022,38.06595926200173,-109.36125598915027,38.06596174150207,-109.36126352005513,38.065962393742986,-109.36126351287403,38.065961903522926,-109.36126272440677,38.06596156167134,-109.36126434034759,38.065961070625164,-109.36126354577213
1650825683.196193,38.0659559947,-109.3612595041,38.06596783340042,-109.36125126124067,38.06596040115731,-109.36125393852444,38.065960812219025,-109.3612574116033,38.065958331518985,-109.361251711308,38.065956771275864,-109.36126022516565,38.065954290575974,-109.36125452487056,38.065960708963516,-109.36125372421012,38.06596089397999,-109.36125293306046,38.065960154651634,-109.36125329588468,38.06596127670946,-109.36125418127695,38.06596053252124,-109.36125454331705
1650825683.396204,38.0659559948,-109.36125950350001,38.06596802902931,-109.36125172683174,38.065960534987894,-109.36125411263471,38.065960861091476,-109.36125760010894,38.065958520692284,-109.36125180566711,38.0659567534078,-109.36126025454475,38.06595441300874,-109.36125446010314,38.065960847877854,-109.36125391044133,38.06596105211455,-109.36125312689302,38.06596030428365,-109.36125346067597,38.065961404198276,-109.36125438945895,38.06596065152896,-109.3612547222684
1650825683.59618,38.0659559948,-109.3612595029,38.06596801978832,-109.3612517033949,38.06596052858624,-109.36125410342176,38.06596085882752,-109.36125759027298,38.06595851155555,-109.36125180028066,38.0659567542981,-109.36126025250375,38.06595440702626,-109.36125446251167,38.06596084123593,-109.36125390063462,38.065961044542675,-109.36125311669947,38.06596029710866,-109.36125345190172,38.06596139812411,-109.36125437859559,38.06596064585053,-109.36125471283351
1650825683.796467,38.0659559949,-109.3612595025,38.06596802395872,-109.36125171304349,38.06596053150494,-109.36125410681092,38.065960859925255,-109.36125759393731,38.06595851567743,-109.36125180198509,38.06595675400648,-109.36126025273816,38.065954409758774,-109.36125446078618,38.06596084426045,-109.36125390428505,38.06596104797654,-109.36125312051993,38.06596030036765,-109.36125345509762,38.065961400898914,-109.3612543827112,38.065960648450954,-109.36125471632053
1650825683.996199,38.065955995,-109.3612595024,38.06596790803186,-109.36125143269874,38.065960451884195,-109.36125400144117,38.06596083126809,-109.36125748028263,38.06595840268021,-109.36125174419698,38.06595676495314,-109.36126023474036,38.06595433636539,-109.36125449865493,38.065960761623,-109.36125379162894,38.06596095383701,-109.36125300322942,38.06596021125132,-109.36125335525,38.065961325165944,-109.36125425694324,38.06596057772786,-109.3612546081089
1650825684.196195,38.065955995,-109.3612595025,38.06596773469983,-109.36125103613287,38.06596033501506,-109.36125385401364,38.06596078718362,-109.36125731890961,38.0659582392186,-109.36125166628277,38.06595678003266,-109.36126020876262,38.06595423206777,-109.36125455613598,38.065960640247255,-109.36125363388808,38.0659608158685,-109.36125283931982,38.06596008092234,-109.3612532161192,38.06596121334528,-109.36125408014045,38.06596047353052,-109.36125445624793
1650825684.396181,38.0659559951,-109.3612595029,38.06596744791648,-109.36125042961595,38.065960146704064,-109.36125363219942,38.065960711782814,-109.3612570704754,38.065957981165305,-109.36125155598195,38.06595680255469,-109.36126016748936,38.065954071937334,-109.3612546529961,38.06596044447729,-109.36125339629403,38.06596059396704,-109.36125259321805,38.06595987197055,-109.36125300814366,38.06596103167674,-109.361253812183,38.06596030479318,-109.36125422667199
1650825684.596166,38.0659559952,-109.36125950339999,38.06596712165826,-109.36124980215527,38.06595993878934,-109.36125340756098,38.06596062279953,-109.36125681109807,38.06595770319638,-109.36125145374504,38.06595682496834,-109.36126012245595,38.06595390536533,-109.36125476510307,38.06596022807726,-109.36125315532861,38.065960349516224,-109.36125234471774,38.06595964263585,-109.36125279938236,38.06596082916105,-109.36125353816978,38.06596011738316,-109.36125399266992
1650825684.796578,38.0659559954,-109.3612595042,38.06596652741322,-109.36124879379892,38.065959573726204,-109.36125305788437,38.065960453855254,-109.36125638854182,38.06595723054508,-109.36125131741215,38.06595685892795,-109.3612600443584,38.06595363561794,-109.36125497322881,38.06595984755855,-109.36125277941393,38.06595992151781,-109.36125195969866,38.0659592429996,-109.36125247891465,38.06596046928191,-109.36125310527954,38.06595978586989,-109.36125362478725
1650825684.996174,38.0659559955,-109.3612595052,38.06596615273832,-109.36124823053227,38.065959350824585,-109.36125286978,38.065960343636895,-109.36125614935594,38.0659569505099,-109.36125125867915,38.06595687663275,-109.36125999777553,38.0659534835059,-109.3612551070988,38.06595961491277,-109.36125257663863,38.065959660869254,-109.36125175365285,38.06595900067537,-109.36125230938009,38.065960247163055,-109.36125286830409,38.06595958208986,-109.3612534245896
1650825685.196172,38.0659559958,-109.36125950649999,38.065965808177694,-109.36124775335901,38.06595915004692,-109.36125271511025,38.06596024034052,-109.36125594477485,38.06595670321634,-109.36125122014732,38.0659568910488,-109.36125995651331,38.06595335392476,-109.3612552318858,38.065959405168734,-109.3612524095286,38.065959426451286,-109.36125158493178,38.06595878337001,-109.36125217188557,38.065960045698176,-109.36125267069818,38.065959397757794,-109.36125325844358
1650825685.396217,38.0659559961,-109.361259508,38.06596547025996,-109.36124731896199,38.06595895651837,-109.36125257841209,38.0659601373342,-109.3612557567471,38.06595646902617,-109.36125119497031,38.06595690348745,-109.36125991727177,38.06595323517958,-109.36125535549496,38.06595920284652,-109.36125226149711,38.06595920082569,-109.36125143646495,38.065958574732754,-109.36125205210348,38.06595985034352,-109.36125249355587,38.06595921941694,-109.36125311020507
1650825685.596175,38.0659559964,-109.3612595098,38.06596517944534,-109.36124696936928,38.065958792392244,-109.36125247179498,38.06596004749855,-109.36125560425144,38.06595627343838,-109.36125118264538,38.0659569130189,-109.36125988471815,38.065953138958896,-109.36125546311204,38.06595903115142,-109.36125214574379,38.065959009711285,-109.3612513211535,38.06595839838726,-109.36125196009772,38.06595968382372,-109.36125235331495,38.06595906769199,-109.36125299345144
1650825685.796447,38.0659559968,-109.3612595118,38.0659647222298,-109.36124645906,38.06595853837767,-109.36125232110267,38.06595990416238,-109.36125537858307,38.06595597592201,-109.36125117731737,38.06595692588217,-109.36125983391801,38.06595299764197,-109.36125563265226,38.06595876523885,-109.36125198173143,38.065958714347744,-109.36125115921033,38.06595812648624,-109.36125183245974,38.06595942466291,-109.36125215176733,38.06595883204123,-109.36125282648274
1650825685.996279,38.0659559973,-109.3612595142,38.06596200256161,-109.361274827023,38.06596020521921,-109.36126532039816,38.06595744438835,-109.36126569156417,38.06596205280388,-109.36126280005027,38.06595539459221,-109.36126046478756,38.0659600030076,-109.3612575732734,38.06596036135601,-109.36126571853156,38.06596097836052,-109.36126598612377,38.06596072334649,-109.36126503632408,38.06595997608994,-109.36126641648869,38.06595972190277,-109.361265460581
1650825686.196228,38.0659559977,-109.36125951669999,38.06596323285414,-109.36127395377281,38.06596066142955,-109.36126473610777,38.06595794626102,-109.36126546946846,38.06596229111824,-109.36126198576532,38.065955476661586,-109.36126054161458,38.065959821518675,-109.36125705791127,38.065960849543565,-109.36126511147167,38.065961485247776,-109.36126529620697,38.06596115330725,-109.36126438522976,38.06596052392991,-109.36126585644796,38.06596019230807,-109.36126493928695
1650825686.396157,38.065955998300005,-109.3612595195,38.06596438442755,-109.36127292334692,38.065961066969194,-109.3612640951855,38.06595842707931,-109.36126518274158,38.06596246098571,-109.36126114484851,38.0659555646143,-109.36126060756214,38.06595959852054,-109.361256569669,38.06596128500852,-109.36126444368553,38.06596193247835,-109.36126454354887,38.065961527232034,-109.36126368133083,38.06596102259898,-109.36126522755498,38.065960617159725,-109.36126435914481
