1.650825168406047106e+09,9.732499999999999929e+00,-2.347356319427490678e+00,-6.757776207227882484e-03
1.650825168605981112e+09,9.732499999999999929e+00,-2.347531795501708984e+00,-2.641647846270035391e-03
1.650825168806271076e+09,9.732499999999999929e+00,-2.347124576568603516e+00,-1.203446188945867358e-03
1.650825169005978107e+09,1.570000000000000000e+02,-2.346939802169799805e+00,-7.032723475438850671e-04
1.650825169205899954e+09,1.570000000000000000e+02,-2.347035169601440430e+00,3.568141975499983893e-04
1.650825169405920982e+09,3.459354999999999905e+02,-2.346983909606933594e+00,1.020591195731745645e-03
1.650825169605967999e+09,9.732499999999999929e+00,-2.345929622650146484e+00,1.780599887281667957e-03
1.650825169806251049e+09,3.217065000000000055e+02,-2.347217321395874468e+00,-9.275068734503008627e-05
1.650825170005963087e+09,1.570000000000000000e+02,-2.347053527832031250e+00,-1.196989308401158480e-04
1.650825170205948114e+09,9.732499999999999929e+00,-2.347636461257934570e+00,-6.328591406616013377e-04
1.650825170405936003e+09,9.732499999999999929e+00,-2.347354412078857422e+00,-1.676228217237606252e-03
1.650825170606009007e+09,1.278149999999999942e+01,-2.346657752990722656e+00,1.423425686421335001e-03
1.650825170806296110e+09,1.570000000000000000e+02,-2.346697568893432617e+00,5.472388911137346899e-04
1.650825171005928040e+09,9.732499999999999929e+00,-2.347451925277709961e+00,-4.194477146249444362e-04
1.650825171205935955e+09,3.141555000000000177e+02,-2.347724437713623047e+00,-9.262382977697988535e-05
1.650825171405915976e+09,2.965175000000000409e+02,-2.347829341888427734e+00,-1.378003762169001563e-03
1.650825171605891943e+09,1.570000000000000000e+02,-2.347520828247070312e+00,-1.028796469020355113e-03
1.650825171806253910e+09,1.570000000000000000e+02,-2.347849369049072266e+00,-4.675691564794370284e-04
1.650825172005964994e+09,9.732499999999999929e+00,-2.347569942474365234e+00,1.817603489798700343e-04
1.650825172205923080e+09,9.732499999999999929e+00,-2.347198247909545898e+00,9.085852186458469272e-04
1.650825172405925035e+09,1.570000000000000000e+02,-2.346792221069335938e+00,1.152636344293271045e-03
1.650825172605875015e+09,9.732499999999999929e+00,-2.347898483276367632e+00,-3.976397669895889524e-04
1.650825172806229115e+09,1.570000000000000000e+02,-2.347033739089965820e+00,6.308015723759958365e-04
1.650825173005934000e+09,9.732499999999999929e+00,-2.347413301467895508e+00,-2.529991762099993995e-04
1.650825173205867052e+09,1.570000000000000000e+02,-2.346654176712036133e+00,1.623963531220348224e-04
1.650825173405869007e+09,3.512675000000000409e+02,-2.347369909286499023e+00,6.218635092349291326e-04
1.650825173605916023e+09,1.570000000000000000e+02,-2.347236871719360352e+00,1.033796837461278947e-03
1.650825173806302071e+09,3.397454999999999927e+02,-2.346330165863037109e+00,7.407582191278782755e-04
1.650825174005929947e+09,9.732499999999999929e+00,-2.347851037979126421e+00,-4.608328474429581418e-04
1.650825174205909014e+09,1.570000000000000000e+02,-2.348308324813842773e+00,-1.103760806956833890e-03
1.650825174405895948e+09,9.732499999999999929e+00,-2.348103284835815874e+00,-1.082503830765349376e-03
1.650825174606054068e+09,9.732499999999999929e+00,-2.346768140792847124e+00,4.931537912384524429e-04
1.650825174806229115e+09,9.732499999999999929e+00,-2.347308158874511719e+00,-1.085965183987970192e-03
1.650825175005949974e+09,9.732499999999999929e+00,-2.346687793731689453e+00,1.223968714166017314e-03
1.650825175205965042e+09,1.570000000000000000e+02,-2.347876071929931641e+00,5.085648149446806180e-04
1.650825175405889988e+09,9.732499999999999929e+00,-2.347797393798828125e+00,-1.143889478601062574e-03
1.650825175605896950e+09,3.636655000000000086e+02,-2.348119974136352539e+00,-9.021879847107619737e-04
1.650825175806185007e+09,3.466084999999999923e+02,-2.347645044326782227e+00,-1.126149499922305492e-03
1.650825176005916119e+09,9.732499999999999929e+00,-2.347430467605590820e+00,5.241739842551484778e-04
1.650825176205866098e+09,9.732499999999999929e+00,-2.345885992050170898e+00,2.382922621635647029e-03
1.650825176405895948e+09,9.732499999999999929e+00,-2.347941875457763672e+00,-1.605555327410088291e-04
1.650825176605811119e+09,9.732499999999999929e+00,-2.347692728042602983e+00,-5.299140452972185539e-05
1.650825176806195974e+09,9.732499999999999929e+00,-2.348023176193237305e+00,-6.972841539511412780e-04
1.650825177005856991e+09,1.570000000000000000e+02,-2.346833705902099609e+00,-1.114753417946155777e-03
1.650825177205877066e+09,9.732499999999999929e+00,-2.347807645797729492e+00,1.578955191607474512e-04
1.650825177405834913e+09,9.732499999999999929e+00,-2.347931623458862305e+00,-6.272837712041086757e-04
1.650825177605824947e+09,1.570000000000000000e+02,-2.348194122314453569e+00,-5.571415854930186892e-04
1.650825177806221008e+09,9.732499999999999929e+00,-2.347177505493164062e+00,9.397410585506103375e-04
1.650825178005841017e+09,9.732499999999999929e+00,-2.346816778182983398e+00,1.101265262632951337e-03
1.650825178205810070e+09,9.732499999999999929e+00,-2.346451044082641602e+00,1.742125089631073364e-03
1.650825178405852079e+09,9.732499999999999929e+00,-2.346451044082641602e+00,1.742125089631073364e-03
1.650825178605823040e+09,9.732499999999999929e+00,-2.347127676010131836e+00,1.066536320175935117e-03
1.650825178806107998e+09,3.599455000000000382e+02,-2.348229408264160156e+00,-1.051990054259033724e-03
1.650825179005923033e+09,3.093335000000000150e+02,-2.346573829650878462e+00,7.190776351124137647e-04
